flux,wvl,err
0.46357640624046326,4001.77,0.3334235920183777
0.6705113053321838,4007.19,0.17106917364719806
0.8124188184738159,4012.62,0.15437919069827996
0.8765263557434082,4018.06,0.13369215248102934
0.879891037940979,4023.5,0.12016899549599155
0.8521386384963989,4028.95,0.10906620542200005
0.8141863942146301,4034.41,0.1005290225237173
0.7670445442199707,4039.88,0.0953874168575757
0.6972250938415527,4045.35,0.09158608745920747
0.5928316116333008,4050.83,0.08663224500077918
0.45882928371429443,4056.32,0.05530499364694791
0.31944799423217773,4061.81,0.05634525346788618
0.20487485826015472,4067.32,0.05292029044355885
0.1344558298587799,4072.83,0.04412571597999463
0.10382504761219025,4078.34,0.043811142504958
0.08887889981269836,4083.87,0.04375088619867946
0.06172889471054077,4089.4,0.040900915236352704
0.007991683669388294,4094.94,0.03824992774454658
-0.0653352290391922,4100.49,0.037861293905815205
-0.13656479120254517,4106.04,0.038880302911621104
-0.18572597205638885,4111.61,0.03740604563152062
-0.20754757523536682,4117.18,0.03831487900020287
-0.21447394788265228,4122.75,0.038251089590367215
-0.22642634809017181,4128.34,0.037944529491016094
-0.2562015950679779,4133.93,0.034257180385133916
-0.30082833766937256,4139.53,0.03568479316522059
-0.34441259503364563,4145.14,0.034275088368877604
-0.3701542913913727,4150.75,0.03466553856997193
-0.3729124963283539,4156.38,0.03473563839352814
-0.36268317699432373,4162.01,0.03138979963960168
-0.35764870047569275,4167.65,0.028877380995774103
-0.37108245491981506,4173.29,0.028829604996365048
-0.4019424319267273,4178.95,0.02963696524169102
-0.43515482544898987,4184.61,0.02968073479658019
-0.45179247856140137,4190.28,0.030812556599646424
-0.4414900839328766,4195.95,0.03158785445036672
-0.40913698077201843,4201.64,0.031561855184301414
-0.37162140011787415,4207.33,0.029389106496583748
-0.34687286615371704,4213.03,0.02926030873753601
-0.3431023359298706,4218.74,0.030347635715915235
-0.35463395714759827,4224.45,0.031481296432164595
-0.3666977286338806,4230.18,0.031366042755868684
-0.3652119040489197,4235.91,0.03142810810167644
-0.3452756404876709,4241.64,0.03097867171420693
-0.3128960430622101,4247.39,0.024626551406963935
-0.28035208582878113,4253.14,0.024543054289484507
-0.258208304643631,4258.91,0.02453987731493566
-0.2502027750015259,4264.68,0.028216766330121802
-0.25248777866363525,4270.45,0.027949509742713735
-0.25774791836738586,4276.24,0.027906305914923178
-0.2600378394126892,4282.03,0.02756658790920774
-0.2575019896030426,4287.83,0.025975882106612506
-0.2518065571784973,4293.64,0.026140882402928632
-0.2456572949886322,4299.46,0.025895948607502547
-0.24056562781333923,4305.28,0.026262555659041585
-0.23621654510498047,4311.12,0.028405679544800073
-0.2314339280128479,4316.96,0.028744275426289708
-0.22536726295948029,4322.8,0.02934694557172066
-0.218070849776268,4328.66,0.02792608081065645
-0.21041105687618256,4334.52,0.02621510900329443
-0.20366165041923523,4340.4,0.026371454369902524
-0.19956547021865845,4346.28,0.026042623242615286
-0.20029351115226746,4352.16,0.025981680598897373
-0.20802217721939087,4358.06,0.025994685917046144
-0.22369880974292755,4363.96,0.025560003878467907
-0.24578721821308136,4369.88,0.025173078808171618
-0.2698850929737091,4375.8,0.02770035177199598
-0.2905072271823883,4381.72,0.02798698021971378
-0.30399593710899353,4387.66,0.029245937891052162
-0.31064289808273315,4393.6,0.03195853906789651
-0.3148937523365021,4399.56,0.03234796226204813
-0.3223872482776642,4405.52,0.033286507643656045
-0.33597829937934875,4411.49,0.03333151177606336
-0.35307201743125916,4417.46,0.03252600594800063
-0.3665921092033386,4423.45,0.03107713114281487
-0.36888453364372253,4429.44,0.0328359537411604
-0.35674819350242615,4435.44,0.032323608055886494
-0.3337448537349701,4441.45,0.03223037082977164
-0.30852800607681274,4447.46,0.032887001583402894
-0.2896413505077362,4453.49,0.03266352072964816
-0.2805558145046234,4459.52,0.03267250728633321
-0.27719125151634216,4465.56,0.03262740822674531
-0.2702229619026184,4471.61,0.033062277071214154
-0.2501814365386963,4477.67,0.03365117989467255
-0.21252930164337158,4483.74,0.0338932587321397
-0.15994074940681458,4489.81,0.026632532477436358
-0.10047359764575958,4495.89,0.026732519620707877
-0.04368307814002037,4501.98,0.02603137830591839
0.0034655819181352854,4508.08,0.024957401628039447
0.038759566843509674,4514.19,0.024725408188470924
0.06453997641801834,4520.31,0.021421515354327136
0.08591751754283905,4526.43,0.02270238489846993
0.1087460145354271,4532.56,0.02280173903237578
0.1377243846654892,4538.7,0.0228938738936278
0.1751900166273117,4544.85,0.02255491423883053
0.22040241956710815,4551.01,0.021436280121223412
0.2696295380592346,4557.17,0.022617535809041144
0.31794050335884094,4563.35,0.02291421893607931
0.3612688481807709,4569.53,0.02639121731604933
0.39949119091033936,4575.72,0.030323259889240575
0.43674835562705994,4581.92,0.030393107649246878
0.47914355993270874,4588.13,0.03051039997396788
0.5299772620201111,4594.34,0.03395505451801857
0.5857762694358826,4600.57,0.0345029193826525
0.6350622177124023,4606.8,0.03458377637132477
0.6632569432258606,4613.04,0.034136059306177885
0.6598624587059021,4619.29,0.03547164691074448
0.6249213814735413,4625.55,0.038195573221925926
0.5699899792671204,4631.81,0.04040180140564981
0.511852502822876,4638.09,0.041190947533783565
0.46336156129837036,4644.37,0.03998498778453858
0.42527106404304504,4650.66,0.037975604002870464
0.38623374700546265,4656.96,0.03893289893624138
0.33033713698387146,4663.27,0.03909074874730223
0.24844542145729065,4669.59,0.04080205030458244
0.14627787470817566,4675.92,0.03786720203338085
0.0440763384103775,4682.25,0.03815885351779393
-0.033168528228998184,4688.59,0.039057891597645354
