flux,wvl,err
-0.039762333035469055,4001.77,0.2732376617764696
-0.03584078699350357,4007.19,0.4776596302061873
-0.033593710511922836,4012.62,0.38657164376437364
-0.03363037109375,4018.06,0.37923348928717215
-0.036461733281612396,4023.5,0.44962619314743385
-0.04247748479247093,4028.95,0.5169785432459554
-0.051896221935749054,4034.41,0.49691700849609793
-0.06473995745182037,4039.88,0.4873726348765348
-0.08077674359083176,4045.35,0.5296432332548797
-0.09961304068565369,4050.83,0.5076950935071669
-0.12061929702758789,4056.32,0.503785998025647
-0.14293545484542847,4061.81,0.49738802079047423
-0.16567347943782806,4067.32,0.47790929770090546
-0.18768049776554108,4072.83,0.5029378334264096
-0.20784839987754822,4078.34,0.5075024818956607
-0.22514952719211578,4083.87,0.5107541069053999
-0.2385086864233017,4089.4,0.5078185723848112
-0.2470870316028595,4094.94,0.4759913910007193
-0.2502143979072571,4100.49,0.5099688006059758
-0.2474813163280487,4106.04,0.477864405595256
-0.23873862624168396,4111.61,0.45096634665523827
-0.22418321669101715,4117.18,0.4490448372923472
-0.20431263744831085,4122.75,0.4323913372984765
-0.1798143982887268,4128.34,0.43901134169795397
-0.15178726613521576,4133.93,0.44121770610802336
-0.12141554057598114,4139.53,0.42535956450003276
-0.09007158875465393,4145.14,0.3560936687078613
-0.05926194787025452,4150.75,0.3777712347026407
-0.030329003930091858,4156.38,0.47952337884949475
-0.004754559136927128,4162.01,0.4775261331101578
0.016288090497255325,4167.65,0.5085413534812461
0.031764350831508636,4173.29,0.5088722734473382
0.0409950353205204,4178.95,0.48112699144894244
0.04351450875401497,4184.61,0.475682007275589
0.03925180807709694,4190.28,0.47156146678007443
0.028472837060689926,4195.95,0.4988915226686921
0.011713262647390366,4201.64,0.49951111129197134
-0.01012744102627039,4207.33,0.4582661507321815
-0.03598305955529213,4213.03,0.49939887546134143
-0.06459621340036392,4218.74,0.5158583971002259
-0.09455862641334534,4224.45,0.5128671097096493
-0.12460008263587952,4230.18,0.5149585188962057
-0.15330669283866882,4235.91,0.5444460577887938
-0.17951303720474243,4241.64,0.5470650679589324
-0.20234693586826324,4247.39,0.5490537161740283
-0.22101061046123505,4253.14,0.5500904946290606
-0.2351532131433487,4258.91,0.5476531692102607
-0.24460390210151672,4264.68,0.45481803078089245
-0.24957841634750366,4270.45,0.45567236805405215
-0.2505757212638855,4276.24,0.45003537882862543
-0.24829988181591034,4282.03,0.4598287858352583
-0.24365673959255219,4287.83,0.4574997689936702
-0.23765814304351807,4293.64,0.4528269365278105
-0.2313532680273056,4299.46,0.45279701227170316
-0.2257576584815979,4305.28,0.41168987147297914
-0.22173352539539337,4311.12,0.4491651005935553
-0.21998590230941772,4316.96,0.4503056634891371
-0.22093957662582397,4322.8,0.4075547440275411
-0.22473503649234772,4328.66,0.3807068814817233
-0.23118916153907776,4334.52,0.38091036735523764
-0.23982499539852142,4340.4,0.3776573751792364
-0.24982327222824097,4346.28,0.30744616983008477
-0.2601262629032135,4352.16,0.3274207735053398
-0.26952028274536133,4358.06,0.34982810987801577
-0.27660226821899414,4363.96,0.34496542006576925
-0.27999112010002136,4369.88,0.34041315632874497
-0.27831825613975525,4375.8,0.35242814352290264
-0.27040940523147583,4381.72,0.3595798239733835
-0.2552874684333801,4387.66,0.3216035329563845
-0.23234544694423676,4393.6,0.3103287330414449
-0.2012474536895752,4399.56,0.34532746898018774
-0.1622295379638672,4405.52,0.34872789530890896
-0.11583240330219269,4411.49,0.3774790776271776
-0.06315095722675323,4417.46,0.37885297464774365
-0.005419312976300716,4423.45,0.34627039205014976
0.055441077798604965,4429.44,0.34538493732033476
0.11752267926931381,4435.44,0.34628444447179907
0.17866221070289612,4441.45,0.34616279916868453
0.23653888702392578,4447.46,0.3479258481333921
0.2891816794872284,4453.49,0.3500881847235924
