flux,wvl,err
0.09399474412202835,4001.77,0.11200525366794128
0.1294698566198349,4007.19,0.049608552841974025
0.140005424618721,4012.62,0.04617066482153868
0.12642565369606018,4018.06,0.03929046018131282
0.09936673194169998,4023.5,0.03505331657806934
0.07283518463373184,4028.95,0.03204322877960955
0.05663943663239479,4034.41,0.029820728197306183
0.051622677594423294,4039.88,0.027933519513145315
0.050481926649808884,4045.35,0.026777483735784955
0.043312039226293564,4050.83,0.025407734658964627
0.024121465161442757,4056.32,0.009997231095083388
-0.005571677349507809,4061.81,0.009548068937524228
-0.03834384307265282,4067.32,0.009282192093049348
-0.06547468900680542,4072.83,0.0073489613143862915
-0.08252867311239243,4078.34,0.0071390053354126294
-0.0914248526096344,4083.87,0.007415877377530999
-0.09849155694246292,4089.4,0.0075856746528097626
-0.11031585186719894,4094.94,0.008349254362229956
-0.1298210173845291,4100.49,0.008713645792193971
-0.1550874263048172,4106.04,0.009333459529657053
-0.1813524216413498,4111.61,0.009442244888011953
-0.20379944145679474,4117.18,0.009347464154467912
-0.22004444897174835,4122.75,0.009544030752181527
-0.23017056286334991,4128.34,0.008514118660961141
-0.23510849475860596,4133.93,0.008085216832846874
-0.23525676131248474,4139.53,0.008328409457755875
-0.23009951412677765,4145.14,0.00824639548890748
-0.21932080388069153,4150.75,0.008488620271038173
-0.20411300659179688,4156.38,0.008147506141113408
-0.18766282498836517,4162.01,0.0074611739019467115
-0.17387090623378754,4167.65,0.007111601708713268
-0.16552796959877014,4173.29,0.006987796993968294
-0.16289488971233368,4178.95,0.006451496275944081
-0.16401897370815277,4184.61,0.006558783610024253
-0.16626307368278503,4190.28,0.00656241053227901
-0.1681622862815857,4195.95,0.006571849271771128
-0.17016805708408356,4201.64,0.0071614160956337105
-0.17380903661251068,4207.33,0.007150420172527799
-0.18004046380519867,4213.03,0.006947827028098371
-0.18800635635852814,4218.74,0.006986414606595935
-0.1951953023672104,4224.45,0.00697126154383643
-0.19894932210445404,4230.18,0.00718530585912823
-0.19805672764778137,4235.91,0.006900312598478228
-0.1934981793165207,4241.64,0.00701009709456806
-0.1875670701265335,4247.39,0.0071046984409842565
-0.18224038183689117,4253.14,0.007102130100989439
-0.17779414355754852,4258.91,0.007716697587382831
-0.17285951972007751,4264.68,0.00884264705512486
-0.16567978262901306,4270.45,0.008842104254293492
-0.15578565001487732,4276.24,0.00912986286783053
-0.14494484663009644,4282.03,0.008981461167590882
-0.13653446733951569,4287.83,0.00998572264173508
-0.13402311503887177,4293.64,0.010041255764576595
-0.13936686515808105,4299.46,0.010223688298735456
-0.15232616662979126,4305.28,0.0102438772222726
-0.17107108235359192,4311.12,0.009149511414731677
-0.19322745501995087,4316.96,0.008947990075323133
-0.21698573231697083,4322.8,0.009019789581327294
-0.2414068579673767,4328.66,0.009103970531360727
-0.2657631039619446,4334.52,0.009245447768627823
-0.28935569524765015,4340.4,0.008763917280793392
-0.3110699951648712,4346.28,0.00901120086570758
-0.3299669623374939,4352.16,0.009459376760524536
-0.3456658124923706,4358.06,0.010273268127134399
-0.3582036793231964,4363.96,0.011041227871991788
-0.36783596873283386,4369.88,0.01100783364924918
-0.3742498457431793,4375.8,0.010675321703841608
-0.3764512240886688,4381.72,0.010954109490126766
-0.37306153774261475,4387.66,0.010947559667863585
-0.36306965351104736,4393.6,0.011179838923057147
-0.34647172689437866,4399.56,0.00966611547485575
-0.3244706690311432,4405.52,0.009195814368318228
-0.29885709285736084,4411.49,0.008273563605461555
-0.2714202404022217,4417.46,0.00727450708017415
-0.24327883124351501,4423.45,0.007004336189919437
-0.2151862531900406,4429.44,0.006539454696614816
-0.18748028576374054,4435.44,0.006678594094766206
-0.16045816242694855,4441.45,0.0047901347014657845
-0.13427767157554626,4447.46,0.00454142069916676
-0.10853460431098938,4453.49,0.004979621687420205
-0.08250752836465836,4459.52,0.006547890644830916
-0.05516497790813446,4465.56,0.007702153693893538
-0.025829346850514412,4471.61,0.00845998231283616
0.005659471265971661,4477.67,0.008766882032330078
0.03935178741812706,4483.74,0.008757811420190548
0.07596483826637268,4489.81,0.009851738884480753
0.11760932952165604,4495.89,0.012059872880689824
0.16715694963932037,4501.98,0.012968271264091662
0.22663304209709167,4508.08,0.013473562658118067
0.29510438442230225,4514.19,0.015334532699819178
0.36743590235710144,4520.31,0.016291714224036753
0.434892863035202,4526.43,0.016594593909859363
0.4882393777370453,4532.56,0.01722701119665724
0.5208982229232788,4538.7,0.017561007967104723
0.5316178202629089,4544.85,0.018130384180197866
0.5247071385383606,4551.01,0.01818701483091913
0.5078924298286438,4557.17,0.0187576855606826
0.48885610699653625,4563.35,0.019101775093528135
0.47263073921203613,4569.53,0.019036833921846977
0.4604640305042267,4575.72,0.01837586112657535
0.45082589983940125,4581.92,0.016902002093221662
0.4411070644855499,4588.13,0.014257985328868782
0.4289843440055847,4594.34,0.01068398259693168
0.4126964807510376,4600.57,0.009246904640040672
0.3908148407936096,4606.8,0.00892462222903966
0.3618185222148895,4613.04,0.00915126183665071
0.32455670833587646,4619.29,0.010071593388822079
0.27913984656333923,4625.55,0.011123431876977362
0.227769672870636,4631.81,0.01301281088002345
0.17432832717895508,4638.09,0.013016993867452187
0.12393129616975784,4644.37,0.013533080505526332
0.08101310580968857,4650.66,0.01364079406772946
0.048745159059762955,4656.96,0.013905376439158214
0.02877800352871418,4663.27,0.013999790201141
0.021470658481121063,4669.59,0.014269702223519821
0.025868942961096764,4675.92,0.01420358670908823
0.039105482399463654,4682.25,0.01418510736067211
0.05577372387051582,4688.59,0.014274420719651787
