flux,wvl,err
0.10441312938928604,4001.77,0.14958688104825787
0.13296207785606384,4007.19,0.06497397327354086
0.1404978334903717,4012.62,0.06448790088738647
0.12803801894187927,4018.06,0.05478732148286259
0.10201774537563324,4023.5,0.049143855993728454
0.07073923200368881,4028.95,0.04668349749429444
0.04088984429836273,4034.41,0.04405795814266376
0.015304801054298878,4039.88,0.04146175792744373
-0.006988291162997484,4045.35,0.03950961768614612
-0.02903911843895912,4050.83,0.03798803136089361
-0.05342637374997139,4056.32,0.02153748366482217
-0.08054106682538986,4061.81,0.020900428535987496
-0.10850840061903,4067.32,0.020798159391667407
-0.1338430941104889,4072.83,0.02058962383473299
-0.15329472720623016,4078.34,0.01875552493040501
-0.16498343646526337,4083.87,0.01914322494956395
-0.16872638463974,4089.4,0.017771985695228743
-0.16597332060337067,4094.94,0.016456592713084476
-0.15916313230991364,4100.49,0.01657014073165278
-0.15119357407093048,4106.04,0.01694134748846927
-0.14488497376441956,4111.61,0.016890336311821835
-0.1425751894712448,4117.18,0.013835427181991052
-0.1454509198665619,4122.75,0.013836600657947357
-0.15309281647205353,4128.34,0.014447186686614655
-0.16326695680618286,4133.93,0.014558343952625027
-0.17253583669662476,4139.53,0.014656204273563367
-0.1774335503578186,4145.14,0.014852996444004962
-0.17591454088687897,4150.75,0.014659819359217889
-0.16831015050411224,4156.38,0.015913545905832337
-0.15723605453968048,4162.01,0.015945024016021898
-0.14635778963565826,4167.65,0.015562393274714332
-0.1386929452419281,4173.29,0.017084379857235026
-0.13517820835113525,4178.95,0.018915720830633857
-0.13449989259243011,4184.61,0.020478393006801127
-0.13401135802268982,4190.28,0.020472955003938694
-0.13146387040615082,4195.95,0.021308483258167903
-0.12640927731990814,4201.64,0.02151283736064592
-0.12058231979608536,4207.33,0.02143697749044592
-0.11693689972162247,4213.03,0.020709066148611968
-0.1179821714758873,4218.74,0.02074672261568579
-0.12424313277006149,4224.45,0.020059348634139797
-0.13376523554325104,4230.18,0.020266894236514895
-0.14279340207576752,4235.91,0.020680754303494687
-0.1474514603614807,4241.64,0.020137938256418946
-0.14538608491420746,4247.39,0.021301444916575627
-0.13664120435714722,4253.14,0.02177541598706411
-0.12353728711605072,4258.91,0.02233481252705148
-0.10975272208452225,4264.68,0.02112166737831991
-0.0989466980099678,4270.45,0.02122282103528257
-0.09374475479125977,4276.24,0.02165003310943845
-0.09543557465076447,4282.03,0.020879698618240447
-0.10397499054670334,4287.83,0.019335722372126902
-0.11846374720335007,4293.64,0.019796690304032
-0.13757750391960144,4299.46,0.01983057865500021
-0.15988925099372864,4305.28,0.018555372838132096
-0.18427594006061554,4311.12,0.018831075228519005
-0.20981082320213318,4316.96,0.019517031031940087
-0.23599185049533844,4322.8,0.019832609680012186
-0.2625539004802704,4328.66,0.01992035722667707
-0.2888030707836151,4334.52,0.019940081828631922
-0.3135891258716583,4340.4,0.02026846574838106
-0.33487167954444885,4346.28,0.01918303916368372
-0.3504449129104614,4352.16,0.01942738398281598
-0.35876211524009705,4358.06,0.01851416721251891
-0.3596944808959961,4363.96,0.01795557545298819
-0.35504138469696045,4369.88,0.018714532816950513
-0.34786906838417053,4375.8,0.019413202680921147
-0.3410921096801758,4381.72,0.019109233911495865
-0.33582985401153564,4387.66,0.01819014131780776
-0.33063286542892456,4393.6,0.01814083862796711
-0.32192012667655945,4399.56,0.017684541192097173
-0.3058967888355255,4405.52,0.01426188746816644
-0.28076985478401184,4411.49,0.012736479752070883
-0.2483278214931488,4417.46,0.014042530981147428
-0.21345369517803192,4423.45,0.015146231006950646
-0.18237417936325073,4429.44,0.014888773769888427
-0.1592852622270584,4435.44,0.013053513759246405
-0.144232839345932,4441.45,0.013602825825961227
-0.13269220292568207,4447.46,0.012986955765423289
-0.11745254695415497,4453.49,0.012987109335462863
-0.0922188013792038,4459.52,0.013189884740253155
-0.054707299917936325,4465.56,0.013032081938726889
-0.008113283663988113,4471.61,0.013825667789209364
0.040122997015714645,4477.67,0.013597251553735033
0.08160722255706787,4483.74,0.014113160484459318
0.11072767525911331,4489.81,0.014054880879984459
0.12728919088840485,4495.89,0.014388045569786689
0.13622090220451355,4501.98,0.014301059484371768
0.1452283412218094,4508.08,0.014125253038393336
0.16122303903102875,4514.19,0.014939184075069173
0.1873365342617035,4520.31,0.016084728229242895
0.22181202471256256,4526.43,0.01602123288511477
0.25938329100608826,4532.56,0.016819207659841226
0.2938785254955292,4538.7,0.016397191927225437
0.321030855178833,4544.85,0.016380211544025757
0.34002721309661865,4551.01,0.016139510969821774
0.35320231318473816,4557.17,0.016145242340964518
0.3643491864204407,4563.35,0.015991909879085567
0.3763110935688019,4569.53,0.018402782516449893
0.38958531618118286,4575.72,0.01848664061482557
0.40209370851516724,4581.92,0.01922545341800968
0.41041046380996704,4588.13,0.017989495623939387
0.4116362929344177,4594.34,0.01684493760409496
0.40499380230903625,4600.57,0.016722482802724436
0.3922981917858124,4606.8,0.017422889827440703
0.3771631419658661,4613.04,0.017696520659677153
0.36334264278411865,4619.29,0.017797583811491654
0.3530069589614868,4625.55,0.017695444101190307
0.34578895568847656,4631.81,0.01572662669498767
0.3389863967895508,4638.09,0.016078603663180518
0.3289903402328491,4644.37,0.015403680863774173
0.3129700720310211,4650.66,0.015115101822153825
0.2902558147907257,4656.96,0.01961023590749182
0.2625945210456848,4663.27,0.019342508815413873
0.23321287333965302,4669.59,0.018182593586611926
0.20514565706253052,4675.92,0.01814953317956809
0.179722398519516,4682.25,0.018199862603878708
0.15582002699375153,4688.59,0.01855860363248622
