wvl,flux,err
4001.77,0.1508154571056366,0.1171845523941438
4007.19,0.2513143718242645,0.09540813319065837
4012.62,0.318085640668869,0.07729800263345238
4018.06,0.3338647186756134,0.06923394629863967
4023.5,0.2970595359802246,0.06741271906938699
4028.95,0.22192059457302094,0.06212781192703039
4034.41,0.13287118077278137,0.05976812671227266
4039.88,0.05479741469025612,0.056815919742401105
4045.35,0.003621712327003479,0.053700083415923916
4050.83,-0.019084230065345764,0.052541634082295965
4056.32,-0.024553349241614342,0.04881664023600794
4061.81,-0.03023311123251915,0.041840645867367285
4067.32,-0.05089045688509941,0.03931042332187257
4072.83,-0.09135901927947998,0.042015986616681454
4078.34,-0.14472714066505432,0.04132125045970485
4083.87,-0.1963176429271698,0.04155802242984199
4089.4,-0.23055724799633026,0.04153534703127779
4094.94,-0.23908737301826477,0.04018605861447892
4100.49,-0.22436535358428955,0.034348942319360656
4106.04,-0.1983916014432907,0.03448491670770466
4111.61,-0.176534503698349,0.03487876501478842
4117.18,-0.1703120917081833,0.03618490424092326
4122.75,-0.1818321943283081,0.035477014559045894
4128.34,-0.20359593629837036,0.03357088259771553
4133.93,-0.2228221893310547,0.03570421988055056
4139.53,-0.22883617877960205,0.035051630468856246
4145.14,-0.21907201409339905,0.03639081620400228
4150.75,-0.20098845660686493,0.03725397551231264
4156.38,-0.1884087324142456,0.04019338273862208
4162.01,-0.1944061815738678,0.04025911963132972
4167.65,-0.22375299036502838,0.040425487348520514
4173.29,-0.2693018317222595,0.040403856925683226
4178.95,-0.3144926130771637,0.03631603237567635
4184.61,-0.340077668428421,0.035679593355598345
4190.28,-0.3335440456867218,0.03520640606591777
4195.95,-0.29515495896339417,0.035327212551676986
4201.64,-0.23825836181640625,0.035823302042698436
4207.33,-0.18406647443771362,0.03707115676294677
4213.03,-0.15200252830982208,0.03778702204845415
4218.74,-0.1517067551612854,0.037393914776647566
4224.45,-0.17925922572612762,0.03763944728473922
4230.18,-0.21992523968219757,0.03763560604392929
4235.91,-0.25525858998298645,0.03763219226981739
4241.64,-0.27179375290870667,0.03608163975699262
4247.39,-0.2663865089416504,0.036099418767262366
4253.15,-0.2461365908384323,0.03484855441002544
4258.91,-0.22401392459869385,0.03388192381588527
4264.68,-0.21190929412841797,0.028860832121465844
4270.45,-0.21550141274929047,0.027385983795001987
4276.24,-0.232875794172287,0.027898801574453846
4282.03,-0.257181853055954,0.02794555560654368
4287.83,-0.28138455748558044,0.028069363752608455
4293.64,-0.30204182863235474,0.028070688149169805
4299.46,-0.3202257752418518,0.02793000467740246
4305.28,-0.3392803966999054,0.02954237756006096
4311.12,-0.361272394657135,0.02871945276527504
4316.96,-0.3840990960597992,0.03118664596414826
4322.8,-0.40182456374168396,0.02943407500506106
4328.66,-0.4076385796070099,0.031258192694475995
4334.52,-0.3977697789669037,0.028626371810517116
4340.4,-0.37442582845687866,0.02833977111895168
4346.28,-0.3456020653247833,0.02818735395629255
4352.16,-0.3216218650341034,0.02837181404462966
4358.06,-0.3102520704269409,0.02783361450830697
4363.96,-0.3132413327693939,0.02664057785161356
4369.88,-0.3253938555717468,0.027013345692569465
